"Age","Gender","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"45-54","Female","RX","Diagnostic",2017,1.94,0.027,40145.67,0.048,-0.46,-0.132,-0.378
"45-54","Female","RX","EENT",2014,21.97,5.434,209.71,104.773,0,0,0
"45-54","Female","RX","EENT",2015,20.85,4.451,254.574,81.9,-0.051,0.214,-0.218
"45-54","Female","RX","EENT",2016,19.13,3.906,294.754,64.884,-0.083,0.158,-0.208
"45-54","Female","RX","EENT",2017,20.15,3.983,343.23,58.712,0.054,0.164,-0.095
"45-54","Female","RX","Enzymes",2014,1.01,0.014,26481.76,0.038,0,0,0
"45-54","Female","RX","Enzymes",2015,0.51,0.009,13245.03,0.039,-0.491,-0.5,0.017
"45-54","Female","RX","Enzymes",2016,0.73,0.005,15644.09,0.047,0.434,0.181,0.214
"45-54","Female","RX","Enzymes",2017,2.17,0.009,30458.51,0.071,1.957,0.947,0.519
"45-54","Female","RX","Gastrointestinal",2014,47.38,8.02,313.622,151.085,0,0,0
"45-54","Female","RX","Gastrointestinal",2015,40.16,6.535,366.702,109.525,-0.152,0.169,-0.275
"45-54","Female","RX","Gastrointestinal",2016,41.09,5.967,419.701,97.909,0.023,0.145,-0.106
"45-54","Female","RX","Gastrointestinal",2017,42.62,5.59,470.982,90.501,0.037,0.122,-0.076
"45-54","Female","RX","Heavy Metal Antagonists",2014,0.92,0.014,6426.08,0.144,0,0,0
"45-54","Female","RX","Heavy Metal Antagonists",2015,0.95,0.013,8323.57,0.114,0.031,0.295,-0.204
"45-54","Female","RX","Heavy Metal Antagonists",2016,0.82,0.01,9626.89,0.085,-0.141,0.157,-0.258
"45-54","Female","RX","Heavy Metal Antagonists",2017,0.92,0.015,9465.81,0.097,0.123,-0.017,0.142
"45-54","Female","RX","Hormones",2014,154.16,34.497,152.474,1011.07,0,0,0
"45-54","Female","RX","Hormones",2015,190.94,34.151,195.03,979.022,0.239,0.279,-0.032
"45-54","Female","RX","Hormones",2016,214.86,34.381,223.878,959.705,0.125,0.148,-0.02
"45-54","Female","RX","Hormones",2017,238.21,34.494,259.641,917.452,0.109,0.16,-0.044
"45-54","Female","RX","Metabolic",2014,2.29,0.133,295.809,7.734,0,0,0
"45-54","Female","RX","Metabolic",2015,2.96,0.121,403.202,7.332,0.292,0.363,-0.052
"45-54","Female","RX","Metabolic",2016,3.42,0.124,501.012,6.824,0.157,0.243,-0.069
"45-54","Female","RX","Metabolic",2017,3.03,0.109,479.801,6.316,-0.114,-0.042,-0.074
"45-54","Female","RX","Miscellaneous",2014,18.38,1.55,560.896,32.76,0,0,0
"45-54","Female","RX","Miscellaneous",2015,19.69,1.356,736.158,26.748,0.072,0.312,-0.183
"45-54","Female","RX","Miscellaneous",2016,21.4,1.17,916.4,23.349,0.087,0.245,-0.127
"45-54","Female","RX","Miscellaneous",2017,22.11,1.187,1015.08,21.776,0.033,0.108,-0.067
"45-54","Female","RX","Respiratory",2014,41.27,5.746,298.791,138.106,0,0,0
"45-54","Female","RX","Respiratory",2015,50.77,5.669,358.215,141.732,0.23,0.199,0.026
"45-54","Female","RX","Respiratory",2016,57.37,6.368,385.63,148.766,0.13,0.077,0.05
"45-54","Female","RX","Respiratory",2017,65.33,7.397,413.609,157.938,0.139,0.073,0.062
"45-54","Female","RX","Rheumatoid Arthritis",2014,112.58,5.386,3079.93,36.553,0,0,0
"45-54","Female","RX","Rheumatoid Arthritis",2015,142.44,6.269,3641.26,39.119,0.265,0.182,0.07
"45-54","Female","RX","Rheumatoid Arthritis",2016,184.84,7.15,4377.79,42.221,0.298,0.202,0.079
"45-54","Female","RX","Rheumatoid Arthritis",2017,229.61,8.486,4909.71,46.765,0.242,0.122,0.108
"45-54","Female","RX","Skin",2014,27.6,3.184,675.775,40.836,0,0,0
"45-54","Female","RX","Skin",2015,34.38,3.819,861.369,39.915,0.246,0.275,-0.023
"45-54","Female","RX","Skin",2016,42.75,4.044,1158.7,36.897,0.243,0.345,-0.076
"45-54","Female","RX","Skin",2017,59.62,3.981,1704.63,34.973,0.394,0.471,-0.052
"45-54","Female","RX","Smooth Muscle Relaxants",2014,4.89,0.977,213.176,22.924,0,0,0
"45-54","Female","RX","Smooth Muscle Relaxants",2015,4.4,0.776,245.351,17.931,-0.1,0.151,-0.218
"45-54","Female","RX","Smooth Muscle Relaxants",2016,4.67,0.749,277.668,16.804,0.061,0.132,-0.063
"45-54","Female","RX","Smooth Muscle Relaxants",2017,5.03,0.719,309.546,16.26,0.079,0.115,-0.032
"45-54","Female","RX","Vaccines",2014,2.14,0.065,1638.55,1.308,0,0,0
"45-54","Female","RX","Vaccines",2015,2.47,0.074,1571.43,1.573,0.154,-0.041,0.203
"45-54","Female","RX","Vaccines",2016,2.28,0.064,1763.95,1.294,-0.077,0.123,-0.177
"45-54","Female","RX","Vaccines",2017,2.88,0.07,2062.36,1.394,0.26,0.169,0.077
"45-54","Female","RX","Vitamins",2014,0.69,0.133,196.106,3.496,0,0,0
"45-54","Female","RX","Vitamins",2015,1.06,0.174,239.668,4.429,0.548,0.222,0.267
"45-54","Female","RX","Vitamins",2016,1.38,0.191,353.164,3.913,0.302,0.474,-0.116
"45-54","Female","RX","Vitamins",2017,1.51,0.195,381.306,3.954,0.091,0.08,0.01
"45-54","Female","RX","All Prescription Drugs",2014,356.45,135.645,27.563,12932.34,0,0,0
"45-54","Female","RX","All Prescription Drugs",2015,364.48,133.37,27.77,13125.19,0.023,0.008,0.015
"45-54","Female","RX","All Prescription Drugs",2016,387.18,135.563,28.917,13389.39,0.062,0.041,0.02
"45-54","Female","RX","All Prescription Drugs",2017,379.77,133.664,26.979,14076.54,-0.019,-0.067,0.051
"45-54","Female","RX","Anti-Infectives",2014,29.74,13.458,55.839,532.608,0,0,0
"45-54","Female","RX","Anti-Infectives",2015,34.61,13.915,64.271,538.487,0.164,0.151,0.011
"45-54","Female","RX","Anti-Infectives",2016,35.27,13.759,65.844,535.702,0.019,0.024,-0.005
"45-54","Female","RX","Anti-Infectives",2017,36.77,14.05,66.824,550.319,0.043,0.015,0.027
"45-54","Female","RX","Antihistamines",2014,1.46,0.711,26.434,55.071,0,0,0
"45-54","Female","RX","Antihistamines",2015,1.28,0.657,23.004,55.64,-0.121,-0.13,0.01
"45-54","Female","RX","Antihistamines",2016,1.24,0.689,19.486,63.449,-0.034,-0.153,0.14
"45-54","Female","RX","Antihistamines",2017,1.18,0.604,19.377,60.668,-0.049,-0.006,-0.044
"45-54","Female","RX","Autonomic",2014,14.28,4.118,47.972,297.649,0,0,0
"45-54","Female","RX","Autonomic",2015,15.72,4.012,52.051,302.004,0.101,0.085,0.015
"45-54","Female","RX","Autonomic",2016,17.95,4.08,59.263,302.887,0.142,0.139,0.003
"45-54","Female","RX","Autonomic",2017,14.37,3.538,46.204,310.93,-0.2,-0.22,0.027
"45-54","Female","RX","Bio Response Modifiers",2015,0.99,0.006,4427.97,0.222,0,0,0
"45-54","Female","RX","Bio Response Modifiers",2016,1.88,0.014,4459.25,0.422,0.912,0.007,0.898
"45-54","Female","RX","Bio Response Modifiers",2017,2.12,0.028,4634.36,0.457,0.126,0.039,0.084
"45-54","Female","RX","Blood",2014,5.16,0.932,66.86,77.173,0,0,0
"45-54","Female","RX","Blood",2015,4.42,0.784,60.345,73.207,-0.144,-0.097,-0.051
"45-54","Female","RX","Blood",2016,4.69,0.771,68.312,68.646,0.062,0.132,-0.062
"45-54","Female","RX","Blood",2017,4.76,0.736,71.505,66.628,0.016,0.047,-0.029
"45-54","Female","RX","Cardiovascular",2014,43.9,22.139,14.979,2931.1,0,0,0
"45-54","Female","RX","Cardiovascular",2015,39.29,20.838,13.203,2975.57,-0.105,-0.119,0.015
"45-54","Female","RX","Cardiovascular",2016,41.46,21.349,13.582,3052.66,0.055,0.029,0.026
"45-54","Female","RX","Cardiovascular",2017,45.83,22.019,14.093,3252.08,0.105,0.038,0.065
"45-54","Female","RX","Central Nervous System",2014,132.33,49.031,30.419,4350.21,0,0,0
"45-54","Female","RX","Central Nervous System",2015,127,48.062,28.623,4436.83,-0.04,-0.059,0.02
"45-54","Female","RX","Central Nervous System",2016,129.62,48.471,28.708,4515,0.021,0.003,0.018
"45-54","Female","RX","Central Nervous System",2017,121.13,46.407,25.784,4697.82,-0.065,-0.102,0.04
"45-54","Female","RX","Chemotherapy",2014,9.59,1.492,70.81,135.495,0,0,0
"45-54","Female","RX","Chemotherapy",2015,10.04,1.259,73.13,137.322,0.047,0.033,0.013
"45-54","Female","RX","Chemotherapy",2016,9.87,1.279,70.992,139.03,-0.017,-0.029,0.012
"45-54","Female","RX","Chemotherapy",2017,11.79,1.116,98.35,119.899,0.195,0.385,-0.138
"45-54","Female","RX","Devices",2014,0.61,0.072,656.588,0.929,0,0,0
"45-54","Female","RX","Devices",2015,0.64,0.08,635.162,1.011,0.053,-0.033,0.089
"45-54","Female","RX","Devices",2016,0.7,0.109,619.62,1.129,0.09,-0.024,0.117
"45-54","Female","RX","Devices",2017,0.17,0.053,357.068,0.47,-0.76,-0.424,-0.584
"45-54","Female","RX","Diagnostic",2014,0,0.001,568.969,0.003,0,0,0
"45-54","Female","RX","Diagnostic",2015,0,0,383.098,0.004,-0.07,-0.327,0.382
"45-54","Female","RX","Diagnostic",2016,0,0,1496.55,0.001,-0.161,2.906,-0.785
"45-54","Female","RX","Diagnostic",2017,0,0,761.635,0.001,-0.349,-0.491,0.279
"45-54","Female","RX","EENT",2014,10.52,5.064,30.445,345.517,0,0,0
"45-54","Female","RX","EENT",2015,9.13,4.236,34.443,265.177,-0.132,0.131,-0.233
"45-54","Female","RX","EENT",2016,10.21,4.036,42.165,242.12,0.118,0.224,-0.087
"45-54","Female","RX","EENT",2017,10.68,3.983,41.483,257.554,0.047,-0.016,0.064
"45-54","Female","RX","Enzymes",2014,0.01,0,9113.73,0.001,0,0,0
"45-54","Female","RX","Enzymes",2015,0.07,0.001,10774.19,0.007,8.195,0.182,6.778
"45-54","Female","RX","Enzymes",2016,0.03,0,11708.8,0.003,-0.573,0.087,-0.607
"45-54","Female","RX","Enzymes",2017,0.08,0.001,10991.45,0.007,1.464,-0.061,1.625
"45-54","Female","RX","Gastrointestinal",2014,14.7,6.134,25.372,579.533,0,0,0
"45-54","Female","RX","Gastrointestinal",2015,19.16,6.173,30.869,620.807,0.303,0.217,0.071
"45-54","Female","RX","Gastrointestinal",2016,20.05,6.213,31.764,631.348,0.046,0.029,0.017
"45-54","Female","RX","Gastrointestinal",2017,19.96,6.15,30.622,651.829,-0.005,-0.036,0.032
"45-54","Female","RX","Heavy Metal Antagonists",2014,0.04,0.001,2381.51,0.018,0,0,0
"45-54","Female","RX","Heavy Metal Antagonists",2015,0.07,0,4909.78,0.013,0.526,1.062,-0.26
"45-54","Female","RX","Heavy Metal Antagonists",2016,0.12,0.001,5512.6,0.021,0.82,0.123,0.621
"45-54","Female","RX","Heavy Metal Antagonists",2017,0.26,0.001,9913.63,0.027,1.225,0.798,0.237
"45-54","Female","RX","Hormones",2014,45.05,17.914,20.067,2245.02,0,0,0
"45-54","Female","RX","Hormones",2015,45.68,18.35,19.746,2313.42,0.014,-0.016,0.03
"45-54","Female","RX","Hormones",2016,50.74,19.225,21.116,2402.72,0.111,0.069,0.039
"45-54","Female","RX","Hormones",2017,54.51,19.798,20.87,2612.02,0.074,-0.012,0.087
"45-54","Female","RX","Metabolic",2014,5.41,3.314,9.043,598.242,0,0,0
"45-54","Female","RX","Metabolic",2015,5.12,3.106,8.701,588.285,-0.054,-0.038,-0.017
"45-54","Female","RX","Metabolic",2016,5.23,3.086,8.896,587.479,0.021,0.022,-0.001
"45-54","Female","RX","Metabolic",2017,5.64,2.774,9.302,606.158,0.079,0.046,0.032
"45-54","Female","RX","Miscellaneous",2014,4.35,0.852,56.444,77.059,0,0,0
"45-54","Female","RX","Miscellaneous",2015,4.73,0.913,59.184,79.983,0.088,0.049,0.038
"45-54","Female","RX","Miscellaneous",2016,4.68,0.922,58.821,79.559,-0.011,-0.006,-0.005
"45-54","Female","RX","Miscellaneous",2017,4.73,0.928,56.738,83.376,0.011,-0.035,0.048
"45-54","Female","RX","Respiratory",2014,8.03,3.41,34.236,234.551,0,0,0
"45-54","Female","RX","Respiratory",2015,7.23,3.292,28.875,250.231,-0.1,-0.157,0.067
"45-54","Female","RX","Respiratory",2016,7.62,3.476,28.426,267.933,0.054,-0.016,0.071
"45-54","Female","RX","Respiratory",2017,7.65,3.488,26.243,291.636,0.005,-0.077,0.088
"45-54","Female","RX","Rheumatoid Arthritis",2014,0.35,0.088,46.586,7.561,0,0,0
"45-54","Female","RX","Rheumatoid Arthritis",2015,0.53,0.084,76.882,6.915,0.509,0.65,-0.085
"45-54","Female","RX","Rheumatoid Arthritis",2016,0.98,0.12,130.349,7.514,0.842,0.695,0.086
"45-54","Female","RX","Rheumatoid Arthritis",2017,1.06,0.124,130.413,8.146,0.085,0,0.084
"45-54","Female","RX","Skin",2014,26.73,5.064,125.113,213.63,0,0,0
"45-54","Female","RX","Skin",2015,34.68,5.692,161.501,214.758,0.298,0.291,0.005
"45-54","Female","RX","Skin",2016,40.83,6.064,190.676,214.135,0.177,0.181,-0.003
"45-54","Female","RX","Skin",2017,33.36,6.219,153.87,216.801,-0.183,-0.193,0.012
"45-54","Female","RX","Smooth Muscle Relaxants",2014,2.16,0.626,50.49,42.798,0,0,0
"45-54","Female","RX","Smooth Muscle Relaxants",2015,2.25,0.671,49.982,44.992,0.041,-0.01,0.051
"45-54","Female","RX","Smooth Muscle Relaxants",2016,2.13,0.696,47.939,44.425,-0.053,-0.041,-0.013
"45-54","Female","RX","Smooth Muscle Relaxants",2017,2.09,0.726,45.845,45.575,-0.019,-0.044,0.026
"45-54","Female","RX","Vaccines",2014,0.16,0,11489.1,0.014,0,0,0
"45-54","Female","RX","Vaccines",2015,0.04,0.001,9797.4,0.004,-0.732,-0.147,-0.686
"45-54","Female","RX","Vaccines",2016,0.01,0.006,175.731,0.073,-0.707,-0.982,15.344
"45-54","Female","RX","Vaccines",2017,0.02,0.008,230.368,0.086,0.537,0.311,0.172
"45-54","Female","RX","Vitamins",2014,1.86,1.223,8.938,208.163,0,0,0
"45-54","Female","RX","Vitamins",2015,1.8,1.238,8.184,220.315,-0.031,-0.084,0.058
"45-54","Female","RX","Vitamins",2016,1.88,1.197,8.067,233.139,0.043,-0.014,0.058
"45-54","Female","RX","Vitamins",2017,1.59,0.911,6.532,244.06,-0.152,-0.19,0.047
"45-54","Female","RX","All Prescription Drugs",2014,41.79,5.491,154.364,270.698,0,0,0
"45-54","Female","RX","All Prescription Drugs",2015,30.14,4.374,114.815,262.537,-0.279,-0.256,-0.03
"45-54","Female","RX","All Prescription Drugs",2016,15.37,3.05,65.897,233.302,-0.49,-0.426,-0.111
"45-54","Female","RX","All Prescription Drugs",2017,15.24,2.832,63.331,240.651,-0.009,-0.039,0.032
"45-54","Female","RX","Anti-Infectives",2014,0.59,0.056,912.509,0.642,0,0,0
"45-54","Female","RX","Anti-Infectives",2015,0.4,0.024,1016.39,0.397,-0.311,0.114,-0.381
"45-54","Female","RX","Anti-Infectives",2016,0.04,0.007,238.999,0.144,-0.914,-0.765,-0.636
"45-54","Female","RX","Anti-Infectives",2017,0.02,0.004,171.675,0.088,-0.563,-0.282,-0.392
"45-54","Female","RX","Antihistamines",2014,0.56,0.017,2718.99,0.207,0,0,0
"45-54","Female","RX","Antihistamines",2015,0.18,0.008,1445.62,0.123,-0.684,-0.468,-0.405
"45-54","Female","RX","Antihistamines",2016,0,0.001,118.345,0.023,-0.985,-0.918,-0.811
"45-54","Female","RX","Antihistamines",2017,0,0,46.043,0.012,-0.796,-0.611,-0.477
"45-54","Female","RX","Autonomic",2014,1.15,0.087,849.062,1.352,0,0,0
"45-54","Female","RX","Autonomic",2015,0.4,0.034,1096.22,0.362,-0.654,0.291,-0.732
"45-54","Female","RX","Autonomic",2016,0.02,0.003,357.4,0.054,-0.951,-0.674,-0.851
"45-54","Female","RX","Autonomic",2017,0,0,62.671,0.011,-0.965,-0.825,-0.799
"45-54","Female","RX","Blood",2014,0.16,0.01,2290.35,0.07,0,0,0
"45-54","Female","RX","Blood",2015,0.06,0.002,1815.01,0.031,-0.65,-0.208,-0.558
"45-54","Female","RX","Blood",2016,0,0,648.473,0.003,-0.97,-0.643,-0.917
"45-54","Female","RX","Blood",2017,0,0,1028.52,0.002,-0.061,0.586,-0.408
"45-54","Female","RX","Cardiovascular",2014,0.34,0.033,598.003,0.574,0,0,0
"45-54","Female","RX","Cardiovascular",2015,0.27,0.024,703.034,0.39,-0.202,0.176,-0.321
"45-54","Female","RX","Cardiovascular",2016,0.01,0.004,86.631,0.119,-0.962,-0.877,-0.694
"45-54","Female","RX","Cardiovascular",2017,0.01,0.003,73.148,0.094,-0.337,-0.156,-0.215
"45-54","Female","RX","Central Nervous System",2014,12.87,0.743,1589.51,8.098,0,0,0
"45-54","Female","RX","Central Nervous System",2015,3.63,0.222,1440.11,2.523,-0.718,-0.094,-0.689
"45-54","Female","RX","Central Nervous System",2016,0.18,0.024,315.343,0.562,-0.951,-0.781,-0.777
"45-54","Female","RX","Central Nervous System",2017,0.11,0.01,281.411,0.38,-0.396,-0.108,-0.323
"45-54","Female","RX","Chemotherapy",2014,0.06,0.004,703.034,0.086,0,0,0
"45-54","Female","RX","Chemotherapy",2015,0.01,0.001,274.039,0.034,-0.846,-0.61,-0.604
"45-54","Female","RX","Chemotherapy",2016,0,0.001,185.808,0.008,-0.836,-0.322,-0.759
"45-54","Female","RX","Chemotherapy",2017,0,0,76.301,0.002,-0.9,-0.589,-0.757
"45-54","Female","RX","Devices",2014,2.65,1.028,24.727,107.316,0,0,0
"45-54","Female","RX","Devices",2015,2.92,1.01,26.545,110.103,0.101,0.074,0.026
"45-54","Female","RX","Devices",2016,2.86,1.015,25.414,112.553,-0.021,-0.043,0.022
"45-54","Female","RX","Devices",2017,3.62,1.093,29.895,121.165,0.266,0.176,0.077
"45-54","Female","RX","Diagnostic",2014,12.32,2.094,105.964,116.249,0,0,0
"45-54","Female","RX","Diagnostic",2015,12.66,2.012,105.653,119.774,0.027,-0.003,0.03
"45-54","Female","RX","Diagnostic",2016,11.24,1.729,103.87,108.186,-0.112,-0.017,-0.097
"45-54","Female","RX","Diagnostic",2017,10.96,1.538,101.039,108.49,-0.025,-0.027,0.003
"45-54","Female","RX","EENT",2014,0,0.001,57.942,0.042,0,0,0
"45-54","Female","RX","EENT",2015,0,0.001,31.978,0.026,-0.653,-0.448,-0.37
"45-54","Female","RX","EENT",2016,0,0,22.477,0.021,-0.429,-0.297,-0.188
"45-54","Female","RX","EENT",2017,0,0,26.146,0.024,0.312,0.163,0.128
"45-54","Female","RX","Enzymes",2014,0,0,1953.77,0.001,0,0,0
"45-54","Female","RX","Gastrointestinal",2014,0.09,0.006,647.74,0.131,0,0,0
"45-54","Female","RX","Gastrointestinal",2015,0.03,0.004,246.524,0.118,-0.659,-0.619,-0.104
"45-54","Female","RX","Gastrointestinal",2016,0.02,0.001,648.872,0.027,-0.406,1.632,-0.774
"45-54","Female","RX","Gastrointestinal",2017,0.08,0,3892.18,0.021,3.712,4.998,-0.214
"45-54","Female","RX","Heavy Metal Antagonists",2014,0.01,0.003,340.593,0.035,0,0,0
"45-54","Female","RX","Heavy Metal Antagonists",2015,0,0,173.839,0.005,-0.931,-0.49,-0.864
"45-54","Female","RX","Heavy Metal Antagonists",2016,0,0,152.687,0.002,-0.571,-0.122,-0.511
"45-54","Female","RX","Heavy Metal Antagonists",2017,0,0,801.941,0,-0.722,4.252,-0.947
"45-54","Female","RX","Hormones",2014,5.44,0.937,231.185,23.537,0,0,0
"45-54","Female","RX","Hormones",2015,2.09,0.608,122.686,17.013,-0.616,-0.469,-0.277
"45-54","Female","RX","Hormones",2016,0.3,0.167,50.799,5.817,-0.858,-0.586,-0.658
"45-54","Female","RX","Hormones",2017,0.18,0.099,48.636,3.793,-0.376,-0.043,-0.348
"45-54","Female","RX","Metabolic",2014,0.01,0.008,83.974,0.168,0,0,0
"45-54","Female","RX","Metabolic",2015,0.01,0.003,64.407,0.095,-0.565,-0.233,-0.432
"45-54","Female","RX","Metabolic",2016,0,0,83.341,0.012,-0.831,0.294,-0.87
"45-54","Female","RX","Metabolic",2017,0,0,75.331,0.019,0.397,-0.096,0.546
"45-54","Female","RX","Miscellaneous",2014,3.55,0.337,400.323,8.867,0,0,0
"45-54","Female","RX","Miscellaneous",2015,5.63,0.33,655.477,8.593,0.587,0.637,-0.031
"45-54","Female","RX","Miscellaneous",2016,0.61,0.075,186.682,3.268,-0.892,-0.715,-0.62
"45-54","Female","RX","Miscellaneous",2017,0.16,0.06,41.729,3.911,-0.733,-0.776,0.197
"45-54","Female","RX","Respiratory",2014,0.21,0.012,1643.57,0.126,0,0,0
"45-54","Female","RX","Respiratory",2015,0.11,0.002,2426.14,0.046,-0.464,0.476,-0.637
"45-54","Female","RX","Respiratory",2016,0,0,60.853,0.006,-0.997,-0.975,-0.871
"45-54","Female","RX","Respiratory",2017,0,0,25.01,0.004,-0.725,-0.589,-0.332
"45-54","Female","RX","Skin",2014,1.13,0.084,460.085,2.451,0,0,0
"45-54","Female","RX","Skin",2015,0.88,0.057,369.728,2.392,-0.216,-0.196,-0.024
"45-54","Female","RX","Skin",2016,0.08,0.02,34.169,2.349,-0.909,-0.908,-0.018
"45-54","Female","RX","Skin",2017,0.09,0.022,34.334,2.558,0.094,0.005,0.089
"45-54","Female","RX","Smooth Muscle Relaxants",2014,0,0.001,60.525,0.018,0,0,0
"45-54","Female","RX","Smooth Muscle Relaxants",2015,0,0,58.653,0.009,-0.532,-0.031,-0.517
"45-54","Female","RX","Smooth Muscle Relaxants",2016,0,0,40.355,0.002,-0.825,-0.312,-0.746
"45-54","Female","RX","Smooth Muscle Relaxants",2017,0,0,40.03,0.002,-0.285,-0.008,-0.279
"45-54","Female","RX","Vitamins",2014,0.64,0.031,879.642,0.727,0,0,0
"45-54","Female","RX","Vitamins",2015,0.86,0.031,1711.17,0.504,0.35,0.945,-0.306
"45-54","Female","RX","Vitamins",2016,0.02,0.003,163.42,0.144,-0.973,-0.904,-0.715
"45-54","Female","RX","Vitamins",2017,0.01,0.001,75.494,0.077,-0.752,-0.538,-0.462
"45-54","Male","IP","All Inpatient",2014,1190.63,44.614,26253.43,45.351,0,0,0
"45-54","Male","IP","All Inpatient",2015,1186.24,44.559,27256.73,43.521,-0.004,0.038,-0.04
"45-54","Male","IP","All Inpatient",2016,1247.74,45.163,27932.35,44.67,0.052,0.025,0.026
"45-54","Male","IP","All Inpatient",2017,1270.12,45.21,28906.38,43.939,0.018,0.035,-0.016
"45-54","Male","IP","Hospice",2014,2.18,0.17,4771.17,0.457,0,0,0
"45-54","Male","IP","Hospice",2015,1.97,0.168,4554.25,0.433,-0.097,-0.045,-0.054
"45-54","Male","IP","Hospice",2016,1.69,0.155,4316.26,0.39,-0.144,-0.052,-0.097
"45-54","Male","IP","Hospice",2017,1.98,0.154,4601.75,0.43,0.174,0.066,0.101
"45-54","Male","IP","Medical",2014,391.35,21.385,17837.11,21.94,0,0,0
"45-54","Male","IP","Medical",2015,382.61,20.804,18446.89,20.741,-0.022,0.034,-0.055
"45-54","Male","IP","Medical",2016,385.28,21.04,18680.12,20.625,0.007,0.013,-0.006
"45-54","Male","IP","Medical",2017,401.43,21.123,19358.96,20.736,0.042,0.036,0.005
"45-54","Male","IP","Mental Health",2014,11.94,1.373,7919.52,1.508,0,0,0
"45-54","Male","IP","Mental Health",2015,10.71,1.229,7894.44,1.357,-0.103,-0.003,-0.1
"45-54","Male","IP","Mental Health",2016,11.16,1.297,8346.67,1.337,0.042,0.057,-0.015
